Región,Distrito,Municipio,Código Escuela,Nombre Escuela,Sub-grupo,Total de Graduados,Total en el Cohorte,Tasa de Graduación (%)
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,PUERTORRIQUEÑOS,110,136,80.88%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,FEMENINO,46,55,83.63%
HUMACAO,YABUCOA,YABUCOA,32755,TEODORO AGUILAR MORA,MASCULINO,64,81,79.01%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,TODOS LOS ESTUDIANTES,78,99,78.78%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,IMPEDIDOS,4,4,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,POR DEBAJO DEL NIVEL DE POBREZA,44,58,75.86%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,2,3,66.66%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,PUERTORRIQUEÑOS,75,96,78.12%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,BLANCOS NO HISPANOS,1,1,100%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,FEMENINO,35,45,77.77%
HUMACAO,FAJARDO,VIEQUES,33043,GERMAN RIECKEHOFF,MASCULINO,43,54,79.62%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,TODOS LOS ESTUDIANTES,165,235,70.21%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,IMPEDIDOS,24,36,66.66%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,POR DEBAJO DEL NIVEL DE POBREZA,113,162,69.75%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,2,50%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,PUERTORRIQUEÑOS,164,229,71.61%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,HISPANOS NO PUERTORRIQUEÑOS,1,6,16.66%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,FEMENINO,75,115,65.21%
HUMACAO,CANOVANAS,RIO GRANDE,33233,PEDRO FALU ORELLANO,MASCULINO,90,120,75%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,TODOS LOS ESTUDIANTES,162,250,64.8%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,IMPEDIDOS,16,30,53.33%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,POR DEBAJO DEL NIVEL DE POBREZA,111,179,62.01%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,PUERTORRIQUEÑOS,157,239,65.69%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,HISPANOS NO PUERTORRIQUEÑOS,5,11,45.45%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,FEMENINO,92,128,71.87%
HUMACAO,CANOVANAS,CANOVANAS,33340,LUIS HERNAIZ VERONNE,MASCULINO,70,122,57.37%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,TODOS LOS ESTUDIANTES,83,116,71.55%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,IMPEDIDOS,6,10,60%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,POR DEBAJO DEL NIVEL DE POBREZA,64,95,67.36%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,PUERTORRIQUEÑOS,82,115,71.3%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,FEMENINO,44,59,74.57%
HUMACAO,CANOVANAS,RIO GRANDE,34256,SUPERIOR CASIANO CEPEDA,MASCULINO,39,57,68.42%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,TODOS LOS ESTUDIANTES,36,53,67.92%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,IMPEDIDOS,4,8,50%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,POR DEBAJO DEL NIVEL DE POBREZA,28,43,65.11%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,PUERTORRIQUEÑOS,36,52,69.23%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,OTRO ORIGEN ÉTNICO,0,1,0%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,FEMENINO,18,26,69.23%
HUMACAO,YABUCOA,YABUCOA,34264, LUIS MUNOZ MARIN,MASCULINO,18,27,66.66%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,TODOS LOS ESTUDIANTES,88,151,58.27%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,IMPEDIDOS,17,36,47.22%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,POR DEBAJO DEL NIVEL DE POBREZA,69,117,58.97%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,PUERTORRIQUEÑOS,87,150,58%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,FEMENINO,52,83,62.65%
HUMACAO,LAS PIEDRAS,JUNCOS,34363,ISABEL FLORES,MASCULINO,36,68,52.94%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,TODOS LOS ESTUDIANTES,204,252,80.95%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,IMPEDIDOS,27,34,79.41%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,POR DEBAJO DEL NIVEL DE POBREZA,117,151,77.48%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,PUERTORRIQUEÑOS,204,252,80.95%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,FEMENINO,117,141,82.97%
HUMACAO,LAS PIEDRAS,JUNCOS,34785,JOSE COLLAZO COLON,MASCULINO,87,111,78.37%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,TODOS LOS ESTUDIANTES,205,271,75.64%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,IMPEDIDOS,19,31,61.29%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,POR DEBAJO DEL NIVEL DE POBREZA,113,159,71.06%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,PUERTORRIQUEÑOS,205,271,75.64%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,FEMENINO,116,150,77.33%
HUMACAO,LAS PIEDRAS,HUMACAO,34884,PETRA MERCADO,MASCULINO,89,121,73.55%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,TODOS LOS ESTUDIANTES,68,100,68%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,IMPEDIDOS,10,14,71.42%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,POR DEBAJO DEL NIVEL DE POBREZA,44,61,72.13%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,PUERTORRIQUEÑOS,67,97,69.07%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,HISPANOS NO PUERTORRIQUEÑOS,1,2,50%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,BLANCOS NO HISPANOS,0,1,0%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,FEMENINO,32,43,74.41%
HUMACAO,CANOVANAS,CANOVANAS,34926,EDUARDO GARCIA CARRILLO,MASCULINO,36,57,63.15%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,TODOS LOS ESTUDIANTES,43,54,79.62%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,IMPEDIDOS,6,11,54.54%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,POR DEBAJO DEL NIVEL DE POBREZA,31,42,73.8%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,PUERTORRIQUEÑOS,43,54,79.62%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,FEMENINO,23,27,85.18%
HUMACAO,CANOVANAS,CANOVANAS,35048,GEORGINA BAQUERO,MASCULINO,20,27,74.07%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,TODOS LOS ESTUDIANTES,191,242,78.92%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,IMPEDIDOS,35,45,77.77%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,POR DEBAJO DEL NIVEL DE POBREZA,123,165,74.54%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,PUERTORRIQUEÑOS,189,240,78.75%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,FEMENINO,105,125,84%
HUMACAO,LAS PIEDRAS,HUMACAO,35501,SUPERIOR VOC. DE AREA  MANUEL MEDIAVILLA,MASCULINO,86,117,73.5%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,TODOS LOS ESTUDIANTES,181,230,78.69%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,IMPEDIDOS,18,25,72%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,POR DEBAJO DEL NIVEL DE POBREZA,105,137,76.64%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,PUERTORRIQUEÑOS,180,229,78.6%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,FEMENINO,87,113,76.99%
HUMACAO,LAS PIEDRAS,LAS PIEDRAS,35592,FLORENCIA GARCIA,MASCULINO,94,117,80.34%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,TODOS LOS ESTUDIANTES,205,254,80.7%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,IMPEDIDOS,16,20,80%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,POR DEBAJO DEL NIVEL DE POBREZA,127,164,77.43%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,PUERTORRIQUEÑOS,204,248,82.25%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,HISPANOS NO PUERTORRIQUEÑOS,1,4,25%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,OTRO ORIGEN ÉTNICO,0,2,0%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,FEMENINO,126,159,79.24%
HUMACAO,CANOVANAS,LUQUILLO,35618,SUPERIOR  ISIDRO A. SANCHEZ,MASCULINO,79,95,83.15%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,TODOS LOS ESTUDIANTES,200,256,78.12%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,IMPEDIDOS,20,29,68.96%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,POR DEBAJO DEL NIVEL DE POBREZA,139,183,75.95%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,PUERTORRIQUEÑOS,192,247,77.73%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,HISPANOS NO PUERTORRIQUEÑOS,8,9,88.88%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,FEMENINO,98,123,79.67%
HUMACAO,FAJARDO,FAJARDO,35766,SUPERIOR VOC. ANA DELIA FLORES,MASCULINO,102,133,76.69%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,TODOS LOS ESTUDIANTES,140,200,70%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,IMPEDIDOS,7,15,46.66%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,POR DEBAJO DEL NIVEL DE POBREZA,86,133,64.66%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,4,4,100%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,PUERTORRIQUEÑOS,139,199,69.84%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,FEMENINO,73,98,74.48%
HUMACAO,YABUCOA,YABUCOA,35782,RAMON QUINONES MEDINA,MASCULINO,67,102,65.68%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,TODOS LOS ESTUDIANTES,182,221,82.35%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,IMPEDIDOS,23,28,82.14%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,POR DEBAJO DEL NIVEL DE POBREZA,119,145,82.06%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,1,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,PUERTORRIQUEÑOS,182,221,82.35%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,HISPANOS NO PUERTORRIQUEÑOS,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,FEMENINO,110,126,87.3%
HUMACAO,YABUCOA,PATILLAS,35816,RAFAELINA E. LEBRON FLORES,MASCULINO,72,95,75.78%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,TODOS LOS ESTUDIANTES,115,175,65.71%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,IMPEDIDOS,18,27,66.66%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,POR DEBAJO DEL NIVEL DE POBREZA,80,128,62.5%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,PUERTORRIQUEÑOS,107,165,64.84%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,HISPANOS NO PUERTORRIQUEÑOS,8,10,80%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,BLANCOS NO HISPANOS,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,FEMENINO,58,84,69.04%
HUMACAO,FAJARDO,NAGUABO,35881,JUAN JOSE MAUNEZ,MASCULINO,57,91,62.63%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),TODOS LOS ESTUDIANTES,63,69,91.3%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),IMPEDIDOS,2,2,100%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),POR DEBAJO DEL NIVEL DE POBREZA,16,17,94.11%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),PUERTORRIQUEÑOS,60,66,90.9%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),HISPANOS NO PUERTORRIQUEÑOS,3,3,100%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),BLANCOS NO HISPANOS,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),OTRO ORIGEN ÉTNICO,0,0,0%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),FEMENINO,42,47,89.36%
HUMACAO,LAS PIEDRAS,HUMACAO,36012,BELLAS ARTES DE HUMACAO (ESPECIALIZADA),MASCULINO,21,22,95.45%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,TODOS LOS ESTUDIANTES,173,231,74.89%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,IMPEDIDOS,13,25,52%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,POR DEBAJO DEL NIVEL DE POBREZA,100,144,69.44%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,1,1,100%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,PUERTORRIQUEÑOS,171,229,74.67%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,HISPANOS NO PUERTORRIQUEÑOS,2,2,100%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,BLANCOS NO HISPANOS,0,0,0%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,OTRO ORIGEN ÉTNICO,0,0,0%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,FEMENINO,104,133,78.19%
CAGUAS,GUAYAMA,ARROYO,36053,NATIVIDAD RODRIGUEZ,MASCULINO,69,98,70.4%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,TODOS LOS ESTUDIANTES,131,153,85.62%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,IMPEDIDOS,8,13,61.53%
PONCE,PONCE,PONCE III,52688,DR. PILA,PUERTORRIQUEÑOS,117,253,46.24%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,POR DEBAJO DEL NIVEL DE POBREZA,94,112,83.92%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,LIMITACIONES LINGÜÍSTICAS EN ESPAÑOL,0,0,0%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,PUERTORRIQUEÑOS,130,152,85.52%
HUMACAO,CANOVANAS,LOIZA,36335,NUEVA SUPERIOR LOIZA,HISPANOS NO PUERTORRIQUEÑOS,1,1,100%
