Región,Distrito,Municipio Escolar,Código de la Escuela,Nombre Escuela,Matrícula M1,Matrícula M1 entre 5 y 17 años de edad,M1 entre 5 y 17 años de edad Bajo Nivel Pobreza,Porcentaje de Estudiantes Bajo el Nivel de Pobreza (BNP)
MAYAGUEZ,AGUADILLA,AGUADA,40212,S. U. MARTIN HERNANDEZ,192,189,162,85.71%
MAYAGUEZ,AGUADILLA,AGUADA,40220,S.U EPIFANIO ESTRADA,543,539,354,65.68%
MAYAGUEZ,AGUADILLA,AGUADA,45310,CENTRO VOC. ESPECIAL,139,95,85,89.47%
MAYAGUEZ,AGUADILLA,AGUADA,45419,ZOILO CAJIGAS SOTOMAYOR,170,162,121,74.69%
MAYAGUEZ,AGUADILLA,AGUADA,46086,ELADIO TIRADO LOPEZ,562,554,421,75.99%
MAYAGUEZ,AGUADILLA,AGUADA,46813,LYDIA MELENDEZ,208,198,178,89.9%
MAYAGUEZ,AGUADILLA,AGUADA,47951,INTERMEDIA NUEVA,656,656,454,69.21%
MAYAGUEZ,AGUADILLA,AGUADILLA,40253,DR. AGUSTIN STAHL,166,159,148,93.08%
MAYAGUEZ,AGUADILLA,AGUADILLA,40279,ELEMENTAL  CABAN,200,189,175,92.59%
MAYAGUEZ,AGUADILLA,AGUADILLA,40287,ELEMENTAL  JOSE DE DIEGO,161,153,149,97.39%
MAYAGUEZ,AGUADILLA,AGUADILLA,40295,HOMERO RIVERA SOLA,254,242,176,72.73%
MAYAGUEZ,AGUADILLA,AGUADILLA,40329,RAFAEL CORDERO,143,137,110,80.29%
MAYAGUEZ,AGUADILLA,AGUADILLA,40337,CARMEN GOMEZ TEJERA,133,124,116,93.55%
MAYAGUEZ,AGUADILLA,AGUADILLA,40345,ELADIO J. VEGA,195,187,177,94.65%
MAYAGUEZ,AGUADILLA,AGUADILLA,40352,RAMON RODRIGUEZ,170,160,129,80.63%
MAYAGUEZ,AGUADILLA,AGUADILLA,40360,DR. RAFAEL DEL VALLE,82,82,75,91.46%
MAYAGUEZ,AGUADILLA,AGUADILLA,40378,INTERMEDIA JOSE DE DIEGO,180,180,169,93.89%
MAYAGUEZ,AGUADILLA,AGUADILLA,40394,LUCIA CUBERO,165,158,122,77.22%
MAYAGUEZ,AGUADILLA,AGUADILLA,40402,MANUEL CORCHADO,37,34,29,85.29%
MAYAGUEZ,AGUADILLA,AGUADILLA,40436,RAFAEL FABIAN,244,229,197,86.03%
MAYAGUEZ,AGUADILLA,AGUADILLA,40444,JOSE ACEVEDO ALVAREZ,146,138,114,82.61%
MAYAGUEZ,AGUADILLA,AGUADILLA,40469,S. U. ADAMS,739,693,554,79.94%
MAYAGUEZ,AGUADILLA,AGUADILLA,40477,ELEMENTAL  LUIS MUNOZ RIVERA,250,237,194,81.86%
MAYAGUEZ,AGUADILLA,AGUADILLA,40485,INTERMEDIA  ANTONIO BADILLO,354,353,287,81.3%
MAYAGUEZ,AGUADILLA,AGUADILLA,40493,ANA M. JAVARIZ,285,272,258,94.85%
MAYAGUEZ,AGUADILLA,AGUADILLA,44743,EXT. BORINQUEN,137,128,106,82.81%
MAYAGUEZ,AGUADILLA,AGUADILLA,45468,SALVADOR FUENTES,327,308,274,88.96%
MAYAGUEZ,AGUADILLA,AGUADILLA,46656,BENITO CEREZO MARQUEZ,399,379,310,81.79%
MAYAGUEZ,AGUADILLA,AGUADILLA,46664,ESTER FELICIANO MENDOZA,452,451,339,75.17%
MAYAGUEZ,AGUADILLA,AGUADILLA,46672,ELEMENTAL  ANTONIO BADILLO HERNANDEZ,415,404,260,64.36%
MAYAGUEZ,AGUADILLA,AGUADILLA,47647,JUAN SUARES PELEGRINA,704,696,451,64.8%
MAYAGUEZ,AGUADILLA,AÑASCO,40519,ALCIDES FIGUEROA,298,294,243,82.65%
MAYAGUEZ,AGUADILLA,AÑASCO,40527,ANTONIO GONZALEZ SUAREZ (ESPECIALIZADA BILINGUE),302,290,129,44.48%
MAYAGUEZ,AGUADILLA,AÑASCO,40626,ESPINO,311,301,244,81.06%
MAYAGUEZ,AGUADILLA,AÑASCO,40667,ISABEL SUAREZ,420,419,339,80.91%
MAYAGUEZ,AGUADILLA,AÑASCO,40733,OVEJAS,96,90,80,88.89%
MAYAGUEZ,AGUADILLA,AÑASCO,40741,PARCELAS MARIA,174,171,131,76.61%
MAYAGUEZ,AGUADILLA,AÑASCO,40758,MARIANA BRACETTI,145,139,119,85.61%
MAYAGUEZ,AGUADILLA,AÑASCO,40790,PLAYA,110,103,84,81.55%
MAYAGUEZ,AGUADILLA,AÑASCO,40824,QUEBRADA LARGA,124,117,108,92.31%
MAYAGUEZ,AGUADILLA,AÑASCO,40832,SERGIO RAMIREZ DE ARELLANO (ESPECIALIZADA BILINGU),233,232,89,38.36%
MAYAGUEZ,AGUADILLA,AÑASCO,46995,LUIS MUÑOZ MARIN,495,476,340,71.43%
MAYAGUEZ,AGUADILLA,AÑASCO,47613,CARMEN CASASUS MARTI (ELEM URBANA),334,314,227,72.29%
MAYAGUEZ,AGUADILLA,RINCON,42820,JORGE SEDA CRESPO,365,365,272,74.52%
MAYAGUEZ,AGUADILLA,RINCON,42887,GENOVEVA PEREZ,145,141,94,66.67%
MAYAGUEZ,AGUADILLA,RINCON,42911,CONRADO RODRIGUEZ,173,158,127,80.38%
MAYAGUEZ,AGUADILLA,RINCON,42929,JUAN RUIZ PEDROSA,165,165,137,83.03%
MAYAGUEZ,AGUADILLA,RINCON,42945,S. U. MANUEL G. MELO,329,322,274,85.09%
MAYAGUEZ,AGUADILLA,RINCON,44826,OCTAVIO CUMPIANO,117,115,101,87.83%
MAYAGUEZ,AGUADILLA,RINCON,47662,MANUEL GARCIA PEREZ (SUP. NUEVA),416,403,357,88.59%
MAYAGUEZ,CABO ROJO,CABO ROJO,40915,JAMES GARFIELD,187,174,148,85.06%
MAYAGUEZ,CABO ROJO,CABO ROJO,40931,MANUEL FERNADEZ JUNCOS,135,129,91,70.54%
MAYAGUEZ,CABO ROJO,CABO ROJO,40949,LUIS MUÑIZ SOUFFRONT,142,128,96,75%
MAYAGUEZ,CABO ROJO,CABO ROJO,40964,LUIS MUNOZ MARIN,224,214,175,81.78%
MAYAGUEZ,CABO ROJO,CABO ROJO,40972,PEDRO FIDEL COLBERG,292,269,206,76.58%
MAYAGUEZ,CABO ROJO,CABO ROJO,40980,PEDRO NELSON COLBERG,352,350,262,74.86%
MAYAGUEZ,CABO ROJO,CABO ROJO,41004,S. U. CARMEN VIGNALS ROSARIO,270,258,200,77.52%
MAYAGUEZ,CABO ROJO,CABO ROJO,41012,S. U. FEDERICO DEGETAU,307,303,253,83.5%
MAYAGUEZ,CABO ROJO,CABO ROJO,41020,S. U. ANTONIO ACARON CORREA,325,315,205,65.08%
MAYAGUEZ,CABO ROJO,CABO ROJO,44511,SEBASTIAN PABON ALVES (COROZO),255,244,198,81.15%
MAYAGUEZ,CABO ROJO,CABO ROJO,44867,RAMON E. BETANCES,208,208,171,82.21%
MAYAGUEZ,CABO ROJO,CABO ROJO,44875,CARLOTA MATIENZO,132,126,106,84.13%
MAYAGUEZ,CABO ROJO,CABO ROJO,46821,INES MARIA MENDOZA DE MUNOZ MARIN,600,586,411,70.14%
MAYAGUEZ,CABO ROJO,CABO ROJO,46987,MONSERRATE LEON DE IRIZARRY,412,398,283,71.11%
MAYAGUEZ,CABO ROJO,CABO ROJO,47357,SEVERO E. COLBERG RAMIREZ,540,509,380,74.66%
MAYAGUEZ,CABO ROJO,CABO ROJO,48306,S.U. BO.PUERTO REAL,551,532,412,77.44%
MAYAGUEZ,CABO ROJO,LAJAS,41467,ARTURO GRANT PARDO,196,196,158,80.61%
MAYAGUEZ,CABO ROJO,LAJAS,41475,ALEJANDRO TAPIA Y RIVERA,153,143,104,72.73%
MAYAGUEZ,CABO ROJO,LAJAS,41483,ANTONIO PAGAN,219,202,177,87.62%
MAYAGUEZ,CABO ROJO,LAJAS,41541,LUIS MUNOZ RIVERA,429,426,346,81.22%
MAYAGUEZ,CABO ROJO,LAJAS,41566,ROSENDO MATIENZO CINTRON,150,138,116,84.06%
MAYAGUEZ,CABO ROJO,LAJAS,41582,S. U. JUAN CANCIO ORTIZ DE LA RENTA,427,414,325,78.5%
MAYAGUEZ,CABO ROJO,LAJAS,41590,MARIO F. PAGAN IRIZARRY(STA ROSA),221,213,171,80.28%
MAYAGUEZ,CABO ROJO,LAJAS,44529,RAMON OLIVARES,115,110,97,88.18%
MAYAGUEZ,CABO ROJO,LAJAS,45682,LEONIDES MORALES RODRIGUEZ,736,718,520,72.42%
MAYAGUEZ,CABO ROJO,LAJAS,50120,ELEMENTAL URBANA NUEVA,591,539,429,79.59%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,42952,S. U. DAVID ANTONGIORGI,663,642,445,69.31%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,42994,FRANKLIN D. ROOSEVELT,149,145,95,65.52%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43018,JOSE R. GAZTAMBIDE,320,304,252,82.89%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43034,JOSE A. CASTILLO,277,272,212,77.94%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43042,JOSE C. BARBOSA,133,125,85,68%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43059,JUAN I. VEGA,157,151,116,76.82%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43067,S. U. FRANCISCO VAZQUEZ PUEYO,252,244,189,77.46%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,43125,ROSENDO MATIENZO CINTRON,125,117,76,64.96%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,45393,BLANCA MALARET,436,425,340,80%
MAYAGUEZ,CABO ROJO,SABANA GRANDE,48264,LUIS NEGRON LOPEZ,544,513,363,70.76%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43166,AMINA TIO DE MALARET,229,222,154,69.37%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43174,ANTONIA MARTINEZ,175,158,128,81.01%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43224,JULIO VICTOR GUZMAN,447,447,343,76.73%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43240,LUIS MUÑOZ RIVERA,94,82,63,76.83%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43257,GEORGINA ALVARADO,172,163,120,73.62%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43273,BARTOLOME DE LAS CASAS,178,145,117,80.69%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43299,MARIANO ABRIL,141,114,96,84.21%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43307,HERMINIA C. RAMIREZ,157,151,119,78.81%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,699,678,487,71.83%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43323,HENRY W. LONGFELLOW,463,416,332,79.81%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43380,S. U. FEDERICO DEGETAU,187,178,143,80.34%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43398,S. U. FRANCISCO M. QUIÑONES,368,359,278,77.44%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),338,331,267,80.66%
MAYAGUEZ,CABO ROJO,SAN GERMAN,43414,S. U. GALO ROSADO,226,222,165,74.32%
MAYAGUEZ,CABO ROJO,SAN GERMAN,47605,CARMEN BORRAS BATISTINI,108,87,73,83.91%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,534,520,311,59.81%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41103,RAFAEL HERNANDEZ,192,181,153,84.53%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41111,MIGUEL A. RIVERA,138,132,86,65.15%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41129,ANA PAGAN DE RODRIGUEZ,198,188,146,77.66%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,44891,S. U. ALFREDO DORRINGTON,389,380,258,67.89%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,46052,RAMON E. RODRIGUEZ,502,502,356,70.92%
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,48017,ELEMENTAL NUEVA,375,355,261,73.52%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41632,BRYAN,107,103,93,90.29%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41699,CONSUMO,140,130,92,70.77%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41814,S. U. LAURO GONZALEZ,333,325,252,77.54%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41822,FORTUNADO JORGE CARDONA,165,155,134,86.45%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,242,233,176,75.54%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,47555,LUIS SANTALIZ CAPESTANY,276,267,188,70.41%
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,47977,EUGENIO MARIA DE  HOSTOS,214,213,179,84.04%
MAYAGUEZ,MAYAGUEZ,MARICAO,41855,MARIANA BRACETTI,163,155,114,73.55%
MAYAGUEZ,MAYAGUEZ,MARICAO,41913,INDIERA FRIA,94,68,59,86.76%
MAYAGUEZ,MAYAGUEZ,MARICAO,41921,RAUL IBARRA,193,191,148,77.49%
MAYAGUEZ,MAYAGUEZ,MARICAO,41954,S. U. FRANCISCO VINCENTY,127,123,117,95.12%
MAYAGUEZ,MAYAGUEZ,MARICAO,45641,LA CARMEN,114,105,84,80%
MAYAGUEZ,MAYAGUEZ,MARICAO,47639,SUPERIOR URBANA,202,197,146,74.11%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42002,FEDERICO ASENJO,111,111,100,90.09%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42028,CASTILLO,126,122,103,84.43%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42036,CHARLES T. IRIZARRY,92,87,83,95.4%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42069,CUESTA DE PIEDRA,201,190,154,81.05%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,1064,979,801,81.82%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42085,SEGUNDO RUIZ BELVIS,180,163,150,92.02%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42119,DAVID G. FARRAGUT,328,310,275,88.71%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42135,FRANCISCO VINCENTY,193,174,159,91.38%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42143,FRANKLIN D. ROOSEVELT,199,190,182,95.79%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42176,JOSE GAUTIER BENITEZ,273,273,238,87.18%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42234,S. U. FELISA RINCON DE GAUTIER (S.U. LIMON),128,122,110,90.16%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42242,LUIS MUÑOZ RIVERA,386,371,279,75.2%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42259,OLGA MAS RAMIREZ,165,155,121,78.06%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42267,MANUEL A. BARRETO,247,244,214,87.7%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42275,MANUEL FERNANDEZ JUNCOS,112,103,86,83.5%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42283,MARIANO RIERA PALMER,174,169,140,82.84%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42317,MIRADERO 2,122,116,102,87.93%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42341,LA SOLEDAD,141,141,122,86.52%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42374,RAFAEL CORDERO MOLINA,198,192,151,78.65%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42390,RAFAEL MARTINEZ NADAL,242,215,171,79.53%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42408,RAMON VALLE SEDA,174,168,168,100%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42424,RIO CAÑAS ARRIBA,109,86,63,73.26%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42432,CONSUELO PEREZ CINTRON,94,79,72,91.14%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42457,S. U. SABANETAS MANI,244,231,186,80.52%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42465,THEODORE ROOSEVELT,286,269,216,80.3%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44545,MARIA D. FARIA,356,318,295,92.77%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),143,143,45,31.47%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44834,CONCORDIA,160,151,141,93.38%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44842,MARIA L. ARCELAY,178,169,167,98.82%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,45955,ELPIDIO H. RIVERA,439,439,382,87.02%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,47084,ESTEBAN ROSADO BAEZ,194,194,157,80.93%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,47571,RIO CANAS ABAJO,420,404,324,80.2%
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,48298,EUGENIO MARIA DE HOSTOS,897,869,619,71.23%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15206,MANUEL CORCHADO Y JUARBE,271,238,214,89.92%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15214,JOSE J. ACOSTA,183,177,140,79.1%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15222,EMILIA CASTILLO VDA. ABREU,383,361,279,77.29%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15230,LUIS MUÑOZ RIVERA,401,401,305,76.06%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15248,FRANCISCO MENDOZA,652,613,463,75.53%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15255,JUAN B. HUYKE,132,128,101,78.91%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15297,BERJAMIN CORCHADO JUARBE,183,173,142,82.08%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15305,LA PLANTA,148,141,113,80.14%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15321,NICANDRO GARCIA,138,131,118,90.08%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15396,MATEO HERNANDEZ,219,208,169,81.25%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15404,EPIFANIO ESTRADA,180,171,132,77.19%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15412,GLORIA GONZALEZ   (LAS CRUCES),139,116,100,86.21%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15420,GRACIELINA ROSADSO ALFARO,139,132,125,94.7%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15438,ANTONIO GEIGEL PAREDES,304,288,214,74.31%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15446,JOSE C. ROSARIO,502,502,388,77.29%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15453,S. U. JOSE A VARGAS,328,322,225,69.88%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15750,IRMA DELIZ DE MUÑOZ,343,336,251,74.7%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15792,DR. HERIBERTO DOMENECH,541,534,351,65.73%
MAYAGUEZ,SAN SEBASTIAN,ISABELA,17657,CEFERINA CORDERO,138,130,95,73.08%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42473,LUIS COLON (ADOLFO BABILONIA),382,373,309,82.84%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42481,S. U. ARISTIDES MAISONAVE,254,247,214,86.64%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42523,ANTONIO S. PEDREIRA,244,241,184,76.35%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42531,NARCISO BOSQUES SOTO,102,98,81,82.65%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42564,CERRO GORDO LAOS,92,89,72,80.9%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42572,CERRO GORDO MEDINA,129,127,108,85.04%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42697,GEORGE WASHINGTON,135,129,95,73.64%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42705,LAS LOMAS,135,120,104,86.67%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42713,BASILIO CHARENCO (MARIAS I),122,115,106,92.17%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42739,MARIAS III,140,136,109,80.15%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42747,JULIO BABILONIA,85,80,61,76.25%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42770,TOMAS VERA AYALA,175,146,122,83.56%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42804,ELEMENTAL  J. DE DIOS QUIÑONES,331,316,260,82.28%
MAYAGUEZ,SAN SEBASTIAN,MOCA,42812,S. U. CUCHILLAS,310,303,274,90.43%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46003,EFRAIN SANCHEZ HIDALGO INTERMEDIA,493,490,349,71.22%
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,435,432,306,70.83%
MAYAGUEZ,SAN SEBASTIAN,MOCA,47894,CATALINA MORALES DE FLORES,834,805,528,65.59%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43448,INES MENDOZA (MIRABALES MENDOZA),126,121,103,85.12%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43455,AIBONITO BELTRAN,119,114,96,84.21%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43471,ANGEL GUERRERO(AIBONITO GUERRERO),112,107,84,78.5%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43489,PABLO CARDONA (ALTOZANO),153,144,120,83.33%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43505,AUREA FUENTES (CALABAZAS INFANTES,91,84,77,91.67%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43539,FRANCISCO LUGO (CULEBRINAS),105,99,79,79.8%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43547,JUANA B GUZMAN ( GUACIO),117,101,69,68.32%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43612,JOAQUIN ORONOZ RONDON,169,164,114,69.51%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43620,MINIMA ORONOZ,124,113,97,85.84%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43646,NARCISO RABELL CABRERO,256,253,216,85.38%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43679,DON AGUSTIN ACEVEDO HERNANDEZ,203,191,110,57.59%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43711,MARIA S. DEL RIO,113,109,75,68.81%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43729,S. U. BERNALDO MENDEZ JIMENEZ,658,653,491,75.19%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43737,S. U. JUAN CARDONA,137,125,101,80.8%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43745,S. U. MAXIMINO A. SALAS,346,340,267,78.53%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43752,S. U. CARMELO SERRANO CUBANO,426,419,311,74.22%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43794,RAMON M .TORRES,313,301,239,79.4%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,262,258,224,86.82%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46805,ERNESTINA MENDEZ,508,507,351,69.23%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,47126,PATRIA LATORRE RAMIREZ,707,693,404,58.3%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,47902,SUPERIOR  VOC. MANUEL M. LICIAGA,940,895,696,77.77%
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,48025,AURORA MENDEZ CHARNECO,416,397,301,75.82%
PONCE,PONCE,PONCE I,51987,ROMAN BALDORIOTY DE CASTRO,140,140,129,92.14%
PONCE,PONCE,PONCE I,52027,CERRILLOS HOYOS,142,131,108,82.44%
PONCE,PONCE,PONCE I,52084,DR. JOSE CELSO BARBOSA,182,174,160,91.95%
PONCE,PONCE,PONCE I,52134,JOSE GAUTIER BENITEZ,320,304,247,81.25%
PONCE,PONCE,PONCE I,52233,JOSE JULIAN ACOSTA,139,133,91,68.42%
PONCE,PONCE,PONCE I,52266,JUAN MORELL CAMPOS ELEMENTAL,158,150,136,90.67%
PONCE,PONCE,PONCE I,52274,SUPERIOR JUAN SERRALES,439,429,335,78.09%
PONCE,PONCE,PONCE I,52308,ANSELMO RIVERA MATOS,123,116,91,78.45%
PONCE,PONCE,PONCE I,52324,LAS MONJITAS,174,165,138,83.64%
PONCE,PONCE,PONCE I,52373,LUIS MUNOZ RIVERA I,133,127,95,74.8%
PONCE,PONCE,PONCE I,52381,LUIS MUNOZ RIVERA II,237,223,181,81.17%
PONCE,PONCE,PONCE I,52506,PEDRO J. FOURNIER,116,107,85,79.44%
PONCE,PONCE,PONCE I,52555,RAMON MARIN,179,128,106,82.81%
PONCE,PONCE,PONCE I,52571,RODULFO DEL VALLE,225,219,214,97.72%
PONCE,PONCE,PONCE I,52704,JULIO COLLAZO,198,190,155,81.58%
PONCE,PONCE,PONCE I,52712,THOMAS ARMSTRONG TORO (ESPECIALIZADA),149,146,78,53.42%
PONCE,PONCE,PONCE I,52720,TOMAS CARRION MADURO,270,260,198,76.15%
PONCE,PONCE,PONCE I,54288,ERNESTO RAMOS ANTONINI,131,128,123,96.09%
PONCE,PONCE,PONCE I,54635,HERMINIA GARCIA,412,395,286,72.41%
PONCE,PONCE,PONCE I,54957,PARCELAS REAL,82,82,67,81.71%
PONCE,PONCE,PONCE I,55871,ANTONIO PAOLI,308,308,268,87.01%
PONCE,PONCE,PONCE I,56093,LLANOS DEL SUR,532,519,416,80.15%
PONCE,PONCE,PONCE I,56101,MANUEL GONZALEZ PATO,527,527,455,86.34%
PONCE,PONCE,PONCE I,56424,INTERMEDIA JARDINES DE PONCE,580,580,498,85.86%
PONCE,PONCE,PONCE I,56432,SUPERIOR JARDINES DE PONCE,616,595,488,82.02%
PONCE,PONCE,PONCE I,57026,SANTA TERESITA,351,343,298,86.88%
PONCE,PONCE,PONCE I,57562,INTERMEDIA JUAN SERRALLES,491,491,364,74.13%
PONCE,PONCE,PONCE II,52092,DR. RAFAEL LOPEZ NUSSA,151,142,121,85.21%
PONCE,PONCE,PONCE II,52142,HEMETERIO COLON,344,344,231,67.15%
PONCE,PONCE,PONCE II,52167,FEDERICO DEGETAU,207,207,187,90.34%
PONCE,PONCE,PONCE II,52175,JOAQUIN FERRAN,143,136,128,94.12%
PONCE,PONCE,PONCE II,52183,CAPITANEJO,203,191,159,83.25%
PONCE,PONCE,PONCE II,52357,ABRAHAN LINCOLN,270,255,214,83.92%
PONCE,PONCE,PONCE II,52423,OLIMPO OTERO,124,119,104,87.39%
